,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Numerator,Day_Perc_Change,Trend
0,RELINFRA,EQ,2017-05-15,609.5,606.8,609.35,600.3,604.95,605.4,605.23,1437325,869916495.8,25522,272876,18.98,5,2017,869912209.75,0.0,Slight or No change
1,RELINFRA,EQ,2017-05-16,605.4,606.0,614.2,601.0,609.8,611.05,609.49,1934562,1179087311.0,30765,400984,20.73,5,2017,1179096193.38,0.009332672613148185,Slight positive
2,RELINFRA,EQ,2017-05-17,611.05,607.0,614.2,603.5,605.05,605.25,608.28,1504208,914978534.2,35758,256693,17.06,5,2017,914979642.24,-0.009491858276736709,Slight negative
3,RELINFRA,EQ,2017-05-18,605.25,597.7,601.85,576.15,576.45,578.65,588.48,1963168,1155279223.0,37708,390203,19.88,5,2017,1155285104.64,-0.043948781495249944,Among top losers
4,RELINFRA,EQ,2017-05-19,578.65,578.7,586.35,567.4,571.0,569.55,575.27,1795870,1033103491.0,35619,306193,17.05,5,2017,1033110134.9,-0.01572625939687211,Negative
5,RELINFRA,EQ,2017-05-22,569.55,572.0,575.0,552.75,556.0,555.25,562.68,1392634,783601775.6,29319,185983,13.35,5,2017,783607299.1199999,-0.025107541041172743,Negative
6,RELINFRA,EQ,2017-05-23,555.25,550.1,553.5,522.4,522.4,526.25,532.82,3179920,1694311107.0,56756,600676,18.89,5,2017,1694324974.4,-0.05222872579918958,Among top losers
7,RELINFRA,EQ,2017-05-24,526.25,526.0,529.7,479.2,492.0,493.7,503.49,4611031,2321605544.0,74734,520320,11.28,5,2017,2321607998.19,-0.061852731591448995,Among top losers
8,RELINFRA,EQ,2017-05-25,493.7,495.75,502.85,488.55,495.85,497.15,496.53,2976503,1477937174.0,40255,685204,23.02,5,2017,1477923034.59,0.00698804942272635,Slight positive
9,RELINFRA,EQ,2017-05-26,497.15,496.15,513.95,496.05,508.2,508.5,508.09,2344838,1191395623.0,33768,547816,23.36,5,2017,1191388739.4199998,0.022830131750980698,Positive
10,RELINFRA,EQ,2017-05-29,508.5,506.0,506.0,445.6,454.3,451.95,466.94,5113595,2387719101.0,88914,861145,16.84,5,2017,2387742049.3,-0.11120943952802365,Bear drop
11,RELINFRA,EQ,2017-05-30,451.95,453.95,470.8,436.2,463.1,462.0,459.37,4198597,1928711217.0,65104,312264,7.44,5,2017,1928709503.89,0.022236973116495307,Positive
12,RELINFRA,EQ,2017-05-31,462.0,464.0,484.0,455.25,480.8,478.9,470.56,5799887,2729195043.0,80462,1294401,22.32,5,2017,2729194826.72,0.03658008658008649,Among top gainers
13,RELINFRA,EQ,2017-06-01,478.9,481.0,487.9,475.2,477.85,479.6,481.61,2584206,1244574504.0,38796,227711,8.81,6,2017,1244579451.66,0.001461683023595839,Slight or No change
14,RELINFRA,EQ,2017-06-02,479.6,482.1,490.7,478.65,485.15,484.05,484.88,2517358,1220604072.0,41140,511152,20.31,6,2017,1220616547.04,0.009278565471225964,Slight positive
15,RELINFRA,EQ,2017-06-05,484.05,491.3,498.5,489.25,491.5,492.3,493.68,2178491,1075478230.0,42944,392749,18.03,6,2017,1075477436.88,0.017043693833281637,Positive
16,RELINFRA,EQ,2017-06-06,492.3,496.45,496.85,470.9,480.7,480.15,480.85,2543392,1222999514.0,42291,475996,18.72,6,2017,1222990043.2,-0.02468007312614262,Negative
17,RELINFRA,EQ,2017-06-07,480.15,479.25,491.5,476.05,488.0,488.6,484.27,2814064,1362780526.0,43628,198945,7.07,6,2017,1362766773.28,0.017598667083203345,Positive
18,RELINFRA,EQ,2017-06-08,488.6,489.9,491.9,478.2,478.65,480.95,484.24,1959745,948989990.4,52147,517020,26.38,6,2017,948986918.8000001,-0.01565697912402786,Negative
19,RELINFRA,EQ,2017-06-09,480.95,478.9,478.9,466.6,473.6,473.95,471.82,2465174,1163116402.0,38166,579770,23.52,6,2017,1163118396.68,-0.01455452749766084,Negative
20,RELINFRA,EQ,2017-06-12,473.95,467.9,477.9,467.0,471.0,471.85,472.94,1476969,698516764.2,26489,177803,12.04,6,2017,698517718.86,-0.004430847135773797,Slight or No change
21,RELINFRA,EQ,2017-06-13,471.85,470.1,479.5,465.5,467.0,470.2,473.54,1878876,889718325.1,31616,279165,14.86,6,2017,889722941.0400001,-0.00349687400656995,Slight or No change
22,RELINFRA,EQ,2017-06-14,470.2,469.8,476.55,462.75,474.6,473.95,469.76,2245218,1054717443.0,33547,191090,8.51,6,2017,1054713607.68,0.007975329646958684,Slight positive
23,RELINFRA,EQ,2017-06-15,473.95,472.9,479.4,470.75,474.0,475.85,475.65,1527861,726721640.7,22896,206956,13.55,6,2017,726727084.65,0.004008861694271726,Slight or No change
24,RELINFRA,EQ,2017-06-16,475.85,477.0,485.6,475.0,478.0,479.55,480.61,1904792,915467315.4,29501,273514,14.36,6,2017,915462083.12,0.0077755595250603715,Slight positive
25,RELINFRA,EQ,2017-06-19,479.55,481.1,486.5,480.5,486.0,484.65,484.16,1275237,617424186.9,19766,157651,12.36,6,2017,617418745.9200001,0.010634970284641776,Positive
26,RELINFRA,EQ,2017-06-20,484.65,487.0,489.5,478.0,480.4,479.95,482.88,1194474,576784920.2,18323,188356,15.77,6,2017,576787605.12,-0.00969772000412672,Slight negative
27,RELINFRA,EQ,2017-06-21,479.95,477.7,493.8,477.5,490.25,490.2,488.29,2101331,1026060364.0,31922,480858,22.88,6,2017,1026058913.99,0.021356391290759502,Positive
28,RELINFRA,EQ,2017-06-22,490.2,492.9,506.0,490.5,494.0,493.6,498.75,2813820,1403399343.0,46298,244837,8.7,6,2017,1403392725.0,0.006935944512443948,Slight positive
29,RELINFRA,EQ,2017-06-23,493.6,494.0,509.45,486.25,503.5,503.85,500.41,3163984,1583279342.0,46374,259203,8.19,6,2017,1583289233.44,0.020765802269043787,Positive
30,RELINFRA,EQ,2017-06-27,503.85,505.1,508.9,491.1,503.3,503.55,502.17,2320156,1165101443.0,41476,163540,7.05,6,2017,1165112738.52,-0.0005954153021733299,Slight or No change
31,RELINFRA,EQ,2017-06-28,503.55,503.1,508.0,498.1,503.2,503.8,503.73,1314849,662330332.1,28145,108148,8.23,6,2017,662328886.77,0.0004964750273062091,Slight or No change
32,RELINFRA,EQ,2017-06-29,503.8,505.0,507.95,499.1,503.05,503.5,503.85,1239125,624332928.9,19923,134736,10.87,6,2017,624333131.25,-0.0005954743946010588,Slight or No change
33,RELINFRA,EQ,2017-06-30,503.5,501.2,501.95,491.7,498.5,497.45,496.06,1182964,586825277.9,20230,166669,14.09,6,2017,586821121.84,-0.012015888778550199,Negative
34,RELINFRA,EQ,2017-07-03,497.45,499.5,511.8,496.35,507.75,508.4,506.38,1477819,748337989.5,22056,143815,9.73,7,2017,748337985.22,0.022012262538948724,Positive
35,RELINFRA,EQ,2017-07-04,508.4,510.1,510.5,496.6,500.0,500.15,502.33,1078951,541994239.4,19497,107507,9.96,7,2017,541989455.8299999,-0.01622738001573565,Negative
36,RELINFRA,EQ,2017-07-05,500.15,502.75,509.0,499.0,508.8,507.4,505.36,1067780,539609320.5,18276,111506,10.44,7,2017,539613300.8000001,0.014495651304608614,Positive
37,RELINFRA,EQ,2017-07-06,507.4,508.95,516.5,505.75,508.3,508.5,511.02,1425362,728384146.5,25141,140759,9.88,7,2017,728388489.24,0.002167914860071063,Slight or No change
38,RELINFRA,EQ,2017-07-07,508.5,508.5,519.45,506.25,515.45,514.85,513.56,1793408,921019905.6,39215,428396,23.89,7,2017,921022612.4799999,0.01248770894788609,Positive
39,RELINFRA,EQ,2017-07-10,514.85,535.0,535.0,473.0,516.15,516.4,519.03,325058,168715428.4,4420,96055,29.55,7,2017,168714853.73999998,0.0030105856074584825,Slight or No change
40,RELINFRA,EQ,2017-07-11,516.4,517.0,521.8,507.5,509.6,509.45,515.0,1089192,560929317.7,22589,180094,16.53,7,2017,560933880.0,-0.01345855925639039,Negative
41,RELINFRA,EQ,2017-07-12,509.45,509.6,515.5,508.1,513.45,513.4,511.89,1237420,633419520.9,26077,232269,18.77,7,2017,633422923.8,0.007753459613308422,Slight positive
42,RELINFRA,EQ,2017-07-13,513.4,516.0,517.2,510.6,514.55,515.4,514.13,1137068,584605901.7,26037,245917,21.63,7,2017,584600770.84,0.0038955979742889557,Slight or No change
43,RELINFRA,EQ,2017-07-14,515.4,516.0,521.65,513.05,518.8,519.4,518.55,1360641,705557123.1,30206,160601,11.8,7,2017,705560390.55,0.007760962359332657,Slight positive
44,RELINFRA,EQ,2017-07-17,519.4,520.0,521.4,513.4,515.5,516.35,516.61,874243,451642054.9,21329,71405,8.17,7,2017,451642676.23,-0.005872160184828612,Slight negative
45,RELINFRA,EQ,2017-07-18,516.35,514.0,520.9,510.8,514.0,514.35,516.45,968765,500316450.4,24516,228696,23.61,7,2017,500318684.25000006,-0.0038733417255737423,Slight or No change
46,RELINFRA,EQ,2017-07-19,514.35,515.25,517.95,510.1,517.0,516.25,514.83,860811,443170532.6,22163,158924,18.46,7,2017,443171327.13000005,0.0036939826966073674,Slight or No change
47,RELINFRA,EQ,2017-07-20,516.25,518.0,525.5,513.8,520.2,519.6,521.36,1160142,604854475.5,18903,88179,7.6,7,2017,604851633.12,0.006489104116222721,Slight positive
48,RELINFRA,EQ,2017-07-21,519.6,521.95,522.2,499.05,510.5,511.3,512.3,1124601,576129451.4,20407,119525,10.63,7,2017,576133092.3,-0.015973826020015403,Negative
49,RELINFRA,EQ,2017-07-24,511.3,511.0,515.4,505.0,506.2,506.75,510.72,746981,381495576.2,13826,150584,20.16,7,2017,381498136.32,-0.008898885194602024,Slight negative
50,RELINFRA,EQ,2017-07-25,506.75,508.5,511.0,504.45,506.8,507.45,507.18,905626,459316261.8,14610,129921,14.35,7,2017,459315394.68,0.0013813517513565632,Slight or No change
51,RELINFRA,EQ,2017-07-26,507.45,508.45,512.5,505.25,509.0,509.5,509.27,825157,420227412.6,14002,78771,9.55,7,2017,420227705.39,0.004039806877524921,Slight or No change
52,RELINFRA,EQ,2017-07-27,509.5,510.0,520.0,505.8,506.1,508.55,513.3,2356795,1209750363.0,32638,973988,41.33,7,2017,1209742873.5,-0.001864573110893053,Slight or No change
53,RELINFRA,EQ,2017-07-28,508.55,505.7,531.9,502.6,524.85,526.0,523.83,3611758,1891938325.0,49230,322693,8.93,7,2017,1891947193.14,0.034313243535542215,Among top gainers
54,RELINFRA,EQ,2017-07-31,526.0,527.0,534.4,524.9,528.1,528.65,529.63,1725572,913911376.3,22506,199792,11.58,7,2017,913914698.36,0.005038022813688148,Slight positive
55,RELINFRA,EQ,2017-08-01,528.65,531.5,532.5,523.1,526.65,526.6,526.81,1296488,683005365.6,24854,165679,12.78,8,2017,683002843.28,-0.003877801948358961,Slight or No change
56,RELINFRA,EQ,2017-08-02,526.6,528.95,538.9,527.0,530.45,532.35,533.66,1818422,970424391.6,35427,316564,17.41,8,2017,970419084.52,0.010919103684010611,Positive
57,RELINFRA,EQ,2017-08-03,532.35,532.05,544.0,523.85,524.35,526.25,533.7,2532498,1351583243.0,38923,242707,9.58,8,2017,1351594182.6000001,-0.011458626843242281,Negative
58,RELINFRA,EQ,2017-08-04,526.25,522.0,532.65,520.7,529.6,530.45,528.59,1308293,691547087.0,23631,156270,11.94,8,2017,691550596.87,0.007980997624703168,Slight positive
59,RELINFRA,EQ,2017-08-07,530.45,532.0,548.0,528.35,544.0,542.2,537.92,1504888,809512262.8,22888,206893,13.75,8,2017,809509352.9599999,0.022151003864643304,Positive
60,RELINFRA,EQ,2017-08-08,542.2,542.0,545.9,520.6,527.55,528.3,535.4,2040973,1092738366.0,30663,178311,8.74,8,2017,1092736944.2,-0.025636296569531702,Negative
61,RELINFRA,EQ,2017-08-09,528.3,528.3,540.0,507.05,507.15,514.4,528.92,2291404,1211959614.0,36667,266238,11.62,8,2017,1211969403.6799998,-0.026310808252886564,Negative
62,RELINFRA,EQ,2017-08-10,514.4,508.0,513.9,452.25,480.0,474.45,486.4,3722914,1810807921.0,54377,453008,12.17,8,2017,1810825369.6,-0.07766329704510111,Bear drop
63,RELINFRA,EQ,2017-08-11,474.45,465.65,476.45,450.6,467.0,469.2,466.59,2364344,1103169782.0,40648,364492,15.42,8,2017,1103179266.96,-0.011065444198545715,Negative
64,RELINFRA,EQ,2017-08-14,469.2,476.5,494.4,472.45,487.6,489.55,485.14,1772296,859806090.9,35929,224703,12.68,8,2017,859811681.4399999,0.04337169650468886,Among top gainers
65,RELINFRA,EQ,2017-08-16,489.55,490.4,502.6,482.2,495.5,494.35,492.4,2104952,1036478853.0,36448,337269,16.02,8,2017,1036478364.8,0.009804922888366985,Slight positive
66,RELINFRA,EQ,2017-08-17,494.35,496.6,504.8,489.0,493.1,491.4,497.12,1485534,738486203.6,31529,180932,12.18,8,2017,738488662.08,-0.005967431981389826,Slight negative
67,RELINFRA,EQ,2017-08-18,491.4,485.45,496.4,481.5,486.9,487.8,488.87,1573202,769096267.7,35871,129988,8.26,8,2017,769091261.74,-0.0073260073260073,Slight negative
68,RELINFRA,EQ,2017-08-21,487.8,490.0,494.35,465.4,468.35,468.7,481.1,1862840,896218383.6,35793,218591,11.73,8,2017,896212324.0,-0.039155391553915564,Among top losers
69,RELINFRA,EQ,2017-08-22,468.7,477.75,478.5,458.05,466.3,465.65,469.03,2491036,1168379974.0,50674,303353,12.18,8,2017,1168370615.08,-0.006507360785150462,Slight negative
70,RELINFRA,EQ,2017-08-23,465.65,471.7,476.6,468.9,474.1,474.8,473.3,1655184,783391081.8,33314,375479,22.69,8,2017,783398587.2,0.019649951680446698,Positive
71,RELINFRA,EQ,2017-08-24,474.8,475.5,485.95,472.2,480.7,479.9,480.59,1598138,768053659.0,31953,404122,25.29,8,2017,768049141.42,0.010741364785172625,Positive
72,RELINFRA,EQ,2017-08-28,479.9,482.0,492.0,481.5,483.8,483.8,486.85,1710061,832540867.4,28235,383382,22.42,8,2017,832543197.85,0.008126693061054402,Slight positive
73,RELINFRA,EQ,2017-08-29,483.8,485.95,520.8,485.6,498.2,498.2,509.28,11154685,5680826976.0,138260,556877,4.99,8,2017,5680857976.799999,0.029764365440264617,Positive
74,RELINFRA,EQ,2017-08-30,498.2,503.9,513.95,503.5,506.5,507.0,508.47,3291052,1673406458.0,47750,416527,12.66,8,2017,1673401210.44,0.01766358892011244,Positive
75,RELINFRA,EQ,2017-08-31,507.0,508.5,513.45,501.15,510.75,509.25,507.73,2549868,1294649124.0,30410,573281,22.48,8,2017,1294644479.64,0.004437869822485174,Slight or No change
76,RELINFRA,EQ,2017-09-01,509.25,511.8,531.8,511.8,521.7,522.1,522.16,3698220,1931060528.0,51473,442127,11.96,9,2017,1931062555.1999998,0.02523318605792846,Positive
77,RELINFRA,EQ,2017-09-04,522.1,522.15,526.0,498.6,510.15,507.9,511.15,2536082,1296309056.0,33515,214382,8.45,9,2017,1296318314.3,-0.02719785481708492,Negative
78,RELINFRA,EQ,2017-09-05,507.9,510.55,521.6,508.75,515.0,514.3,514.59,2128316,1095213053.0,31956,206722,9.71,9,2017,1095210130.44,0.01260090569009642,Positive
79,RELINFRA,EQ,2017-09-06,514.3,510.55,520.55,506.55,512.8,515.25,514.16,1800796,925891033.5,26561,189308,10.51,9,2017,925897271.3599999,0.001847170911919216,Slight or No change
80,RELINFRA,EQ,2017-09-07,515.25,516.0,522.4,514.1,514.75,515.5,518.11,1418710,735047928.2,19357,224292,15.81,9,2017,735047838.1,0.00048520135856389146,Slight or No change
81,RELINFRA,EQ,2017-09-08,515.5,518.0,519.5,498.0,503.25,502.2,506.25,1874520,948973001.7,25095,502132,26.79,9,2017,948975750.0,-0.02580019398642097,Negative
82,RELINFRA,EQ,2017-09-11,502.2,506.75,514.8,506.75,508.6,508.6,511.24,1299373,664293969.2,21647,131625,10.13,9,2017,664291452.52,0.012743926722421417,Positive
83,RELINFRA,EQ,2017-09-12,508.6,511.0,518.85,506.85,515.25,515.3,513.06,1455096,746556879.6,25391,182952,12.57,9,2017,746551553.7599999,0.013173417223751427,Positive
84,RELINFRA,EQ,2017-09-13,515.3,515.0,529.8,511.5,516.0,515.65,520.77,2900118,1510304820.0,41922,326750,11.27,9,2017,1510294450.86,0.0006792159906849893,Slight or No change
85,RELINFRA,EQ,2017-09-14,515.65,508.0,515.0,504.5,508.0,507.55,509.42,2121227,1080592716.0,33405,388541,18.32,9,2017,1080595458.3400002,-0.015708329293125156,Negative
86,RELINFRA,EQ,2017-09-15,507.55,507.0,509.5,496.0,498.0,499.6,502.86,1745824,877909049.5,29437,437841,25.08,9,2017,877905056.64,-0.015663481430400972,Negative
87,RELINFRA,EQ,2017-09-18,499.6,506.8,509.4,500.6,501.2,501.6,504.32,1702967,858833608.6,22240,561171,32.95,9,2017,858840317.4399999,0.004003202562049557,Slight or No change
88,RELINFRA,EQ,2017-09-19,501.6,503.2,504.15,493.65,495.8,495.7,497.67,1713229,852614546.3,24036,571661,33.37,9,2017,852622676.4300001,-0.011762360446571085,Negative
89,RELINFRA,EQ,2017-09-20,495.7,500.2,505.2,493.05,493.7,494.15,497.9,1683083,838000425.2,24578,469145,27.87,9,2017,838007025.6999999,-0.0031268912648779734,Slight or No change
90,RELINFRA,EQ,2017-09-21,494.15,493.7,496.95,481.5,488.8,488.55,488.59,1478730,722488408.2,28735,282989,19.14,9,2017,722492690.6999999,-0.011332591318425456,Negative
91,RELINFRA,EQ,2017-09-22,488.55,484.8,485.0,466.65,471.3,471.25,475.23,1885916,896247832.7,31524,358353,19.0,9,2017,896243860.6800001,-0.03541090983522677,Among top losers
92,RELINFRA,EQ,2017-09-25,471.25,470.1,471.0,455.05,464.05,463.85,462.92,1533547,709914473.5,22462,168256,10.97,9,2017,709909577.24,-0.015702917771883262,Negative
93,RELINFRA,EQ,2017-09-26,463.85,463.85,482.0,462.0,474.0,474.0,472.76,1977117,934705705.1,39738,492322,24.9,9,2017,934701832.92,0.021882073946318803,Positive
94,RELINFRA,EQ,2017-09-27,474.0,479.0,479.9,460.05,463.0,463.4,471.6,2257699,1064724976.0,28197,523263,23.18,9,2017,1064730848.4000001,-0.02236286919831232,Negative
95,RELINFRA,EQ,2017-09-28,463.4,464.4,471.9,460.65,462.4,462.6,465.31,2197103,1022341271.0,26590,933971,42.51,9,2017,1022333996.93,-0.0017263703064306357,Slight or No change
96,RELINFRA,EQ,2017-09-29,462.6,466.1,473.6,463.25,465.4,465.05,466.99,1234999,576734061.7,18516,233825,18.93,9,2017,576732183.01,0.005296152183311698,Slight positive
97,RELINFRA,EQ,2017-10-03,465.05,475.9,477.7,455.25,458.55,457.4,465.7,1894090,882087122.7,29962,350787,18.52,10,2017,882077713.0,-0.016449844102784716,Negative
98,RELINFRA,EQ,2017-10-04,457.4,459.7,467.5,456.6,465.7,463.05,462.94,1375806,636921125.7,22406,153629,11.17,10,2017,636915629.64,0.012352426759947521,Positive
99,RELINFRA,EQ,2017-10-05,463.05,465.5,473.9,463.1,472.8,471.1,469.52,1669752,783989002.3,26738,354898,21.25,10,2017,783981959.04,0.017384731670446074,Positive
100,RELINFRA,EQ,2017-10-06,471.1,473.4,478.0,467.1,471.3,471.6,473.12,1251095,591913791.4,19086,261200,20.88,10,2017,591918066.4,0.001061345786457224,Slight or No change
101,RELINFRA,EQ,2017-10-09,471.6,471.3,479.65,468.0,476.45,477.25,473.94,1851116,877322090.4,22636,416861,22.52,10,2017,877317917.04,0.011980491942323868,Positive
102,RELINFRA,EQ,2017-10-10,477.25,479.95,494.0,474.35,476.9,477.75,481.47,2964499,1427321575.0,43833,467294,15.76,10,2017,1427317333.53,0.0010476689366161196,Slight or No change
103,RELINFRA,EQ,2017-10-11,477.75,480.2,481.95,461.15,465.0,466.1,472.58,1567964,740988646.8,25464,258116,16.46,10,2017,740988427.12,-0.0243851386708529,Negative
104,RELINFRA,EQ,2017-10-12,466.1,468.8,471.35,459.1,465.5,465.4,465.33,1583460,736827934.6,19884,316444,19.98,10,2017,736831441.8,-0.0015018236429951148,Slight or No change
105,RELINFRA,EQ,2017-10-13,465.4,465.75,471.8,461.45,462.35,463.3,466.37,1666164,777049350.3,21204,287513,17.26,10,2017,777048904.6800001,-0.004512247529007252,Slight or No change
106,RELINFRA,EQ,2017-10-16,463.3,465.0,468.3,458.0,460.0,459.8,462.22,1544893,714076409.4,21056,343184,22.21,10,2017,714080442.46,-0.007554500323764257,Slight negative
107,RELINFRA,EQ,2017-10-17,459.8,461.75,467.4,459.15,462.0,461.4,462.93,1684333,779730024.4,21008,553446,32.86,10,2017,779728275.69,0.003479773814701881,Slight or No change
108,RELINFRA,EQ,2017-10-18,461.4,462.2,468.0,460.1,464.0,463.1,463.5,1959211,908097505.6,19619,794981,40.58,10,2017,908094298.5,0.003684438664932843,Slight or No change
109,RELINFRA,EQ,2017-10-19,463.1,461.0,462.65,450.05,450.75,453.8,456.42,422664,192912356.9,6674,151099,35.75,10,2017,192912302.88,-0.02008205571150945,Negative
110,RELINFRA,EQ,2017-10-23,453.8,455.0,473.7,452.25,470.0,469.3,464.08,2441051,1132837562.0,34795,631819,25.88,10,2017,1132842948.08,0.03415601586602035,Among top gainers
111,RELINFRA,EQ,2017-10-24,469.3,470.2,482.8,470.2,479.0,478.1,478.2,1979529,946613966.9,33892,367688,18.57,10,2017,946610767.8,0.018751331770722413,Positive
112,RELINFRA,EQ,2017-10-25,478.1,485.0,490.5,477.65,486.55,486.8,484.16,1892205,916131588.1,23128,420712,22.23,10,2017,916129972.8000001,0.01819702991006067,Positive
113,RELINFRA,EQ,2017-10-26,486.8,486.0,497.7,481.2,492.8,490.8,490.38,1920829,941937356.5,29050,399488,20.8,10,2017,941936125.02,0.008216926869350827,Slight positive
114,RELINFRA,EQ,2017-10-27,490.8,493.45,508.5,491.55,505.5,505.85,499.46,2581085,1289137265.0,28698,822698,31.87,10,2017,1289148714.1,0.030664221678891712,Among top gainers
115,RELINFRA,EQ,2017-10-30,505.85,509.0,510.5,501.0,502.0,502.85,504.83,1782778,900002744.0,24497,461738,25.9,10,2017,899999817.74,-0.005930611841454936,Slight negative
116,RELINFRA,EQ,2017-10-31,502.85,503.0,510.0,501.0,502.0,502.75,505.29,1181779,597138032.6,17042,246305,20.84,10,2017,597141110.91,-0.0001988664611713986,Slight or No change
117,RELINFRA,EQ,2017-11-01,502.75,504.2,512.55,494.1,495.7,498.7,504.54,1587983,801193329.5,22470,476353,30.0,11,2017,801200942.82,-0.008055693684734022,Slight negative
118,RELINFRA,EQ,2017-11-02,498.7,497.0,507.65,492.1,499.4,500.25,500.02,2282742,1141414158.0,30745,710153,31.11,11,2017,1141416654.84,0.00310808101062765,Slight or No change
119,RELINFRA,EQ,2017-11-03,500.25,500.25,504.65,488.5,490.9,490.3,495.24,1453624,719895174.9,22822,471590,32.44,11,2017,719892749.76,-0.019890054972513727,Negative
120,RELINFRA,EQ,2017-11-06,490.3,489.5,491.4,475.5,479.5,479.95,480.53,1568533,753724171.9,27942,437129,27.87,11,2017,753727162.49,-0.02110952478074657,Negative
121,RELINFRA,EQ,2017-11-07,479.95,482.95,483.75,455.1,464.0,462.45,465.78,1739875,810406349.5,33749,380258,21.86,11,2017,810398977.5,-0.03646213147202837,Among top losers
122,RELINFRA,EQ,2017-11-08,462.45,465.5,467.35,446.2,454.6,452.35,457.4,1662277,760322270.2,28391,261844,15.75,11,2017,760325499.8,-0.02184019894042588,Negative
