,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Numerator,Day_Perc_Change,Trend
370,RELINFRA,EQ,2018-11-09,359.4,359.5,363.35,351.1,354.05,354.6,357.07,2528340,902802525.7,26155,499381,19.75,11,2018,902794363.8,-0.013355592654423876,Negative
371,RELINFRA,EQ,2018-11-12,354.6,354.05,358.3,348.15,348.3,349.85,352.36,2075177,731219493.5,24464,153697,7.41,11,2018,731209367.72,-0.013395375070501925,Negative
372,RELINFRA,EQ,2018-11-13,349.85,347.85,365.55,341.0,356.55,357.05,351.63,3005422,1056798205.0,37789,234204,7.79,11,2018,1056796537.86,0.020580248678004898,Positive
373,RELINFRA,EQ,2018-11-14,357.05,358.45,359.05,344.35,349.2,350.7,351.7,2842467,999696459.7,35584,266006,9.36,11,2018,999695643.9,-0.01778462400224068,Negative
374,RELINFRA,EQ,2018-11-15,350.7,351.0,356.4,344.6,352.05,352.25,351.72,2387418,839691675.4,26256,144691,6.06,11,2018,839702658.96,0.004419731964642182,Slight or No change
375,RELINFRA,EQ,2018-11-16,352.25,351.5,353.0,324.05,329.2,329.95,335.11,4180809,1401049025.0,48942,539989,12.92,11,2018,1401030903.99,-0.0633073101490419,Among top losers
376,RELINFRA,EQ,2018-11-19,329.95,329.0,361.0,329.0,353.0,352.95,351.11,7648170,2685379441.0,86408,429792,5.62,11,2018,2685348968.7000003,0.0697075314441582,Among top gainers
377,RELINFRA,EQ,2018-11-20,352.95,351.0,360.5,348.65,357.0,356.4,355.85,4775179,1699258885.0,50613,280016,5.86,11,2018,1699247447.15,0.009774755631109189,Slight positive
378,RELINFRA,EQ,2018-11-21,356.4,357.0,368.5,356.0,366.0,363.5,363.96,4155491,1512443219.0,58812,264083,6.36,11,2018,1512432504.36,0.019921436588103303,Positive
379,RELINFRA,EQ,2018-11-22,363.5,365.9,367.0,355.3,358.9,357.1,361.35,2351621,849762329.5,26758,78370,3.33,11,2018,849758248.35,-0.01760660247592838,Negative
380,RELINFRA,EQ,2018-11-26,357.1,359.9,361.2,346.65,352.25,352.2,352.64,2632450,928304999.0,29261,209776,7.97,11,2018,928307168.0,-0.013721646597591786,Negative
381,RELINFRA,EQ,2018-11-27,352.2,352.8,357.95,345.6,355.75,355.95,351.73,2804446,986394285.3,42098,148674,5.3,11,2018,986407791.58,0.010647359454855287,Positive
382,RELINFRA,EQ,2018-11-28,355.95,357.1,366.85,357.1,360.5,362.05,361.89,2848522,1030845126.0,32942,339511,11.92,11,2018,1030851626.5799999,0.017137238376176533,Positive
383,RELINFRA,EQ,2018-11-29,362.05,363.4,363.8,342.35,347.35,348.25,350.36,3255326,1140544674.0,37828,602111,18.5,11,2018,1140536017.3600001,-0.03811628228145292,Among top losers
384,RELINFRA,EQ,2018-11-30,348.25,349.1,351.0,328.25,329.5,331.3,337.35,6214362,2096392054.0,68637,1095768,17.63,11,2018,2096415020.7,-0.04867193108399137,Among top losers
385,RELINFRA,EQ,2018-12-03,331.3,334.0,339.1,326.1,330.95,331.9,332.75,4051303,1348084793.0,39212,654169,16.15,12,2018,1348071073.25,0.0018110473890733392,Slight or No change
386,RELINFRA,EQ,2018-12-04,331.9,332.0,335.9,327.4,329.0,329.0,329.82,3255959,1073884342.0,46742,382274,11.74,12,2018,1073880397.3799999,-0.008737571557698054,Slight negative
387,RELINFRA,EQ,2018-12-05,329.0,327.0,333.4,305.25,306.15,307.35,313.91,7377924,2316022829.0,78831,927564,12.57,12,2018,2316004122.84,-0.06580547112461999,Among top losers
388,RELINFRA,EQ,2018-12-06,307.35,303.1,305.8,292.5,298.75,299.5,299.06,6331083,1893362677.0,70834,409154,6.46,12,2018,1893373681.98,-0.02554091426712224,Negative
389,RELINFRA,EQ,2018-12-07,299.5,300.15,310.0,293.0,307.9,307.95,303.06,5503724,1667931584.0,64514,714448,12.98,12,2018,1667958595.44,0.028213689482470716,Positive
390,RELINFRA,EQ,2018-12-10,307.95,298.0,306.35,296.0,296.4,297.5,300.61,2784800,837143286.3,30088,383744,13.78,12,2018,837138728.0,-0.033934080207825956,Among top losers
391,RELINFRA,EQ,2018-12-11,297.5,294.0,302.6,290.65,293.0,292.65,297.17,5795739,1722297245.0,45817,1712863,29.55,12,2018,1722319758.63,-0.01630252100840346,Negative
392,RELINFRA,EQ,2018-12-12,292.65,295.0,302.5,294.0,295.3,296.15,297.68,4801165,1429225201.0,49580,1189161,24.77,12,2018,1429210797.2,0.011959678797198059,Positive
393,RELINFRA,EQ,2018-12-13,296.15,298.5,306.1,279.25,287.6,286.95,295.84,5581014,1651097726.0,61277,1038604,18.61,12,2018,1651087181.7599998,-0.031065338510889662,Among top losers
394,RELINFRA,EQ,2018-12-14,286.95,287.0,312.0,285.75,290.9,291.95,297.63,13441547,4000615980.0,122437,1846083,13.73,12,2018,4000607633.61,0.017424638438752416,Positive
395,RELINFRA,EQ,2018-12-17,291.95,292.9,295.9,286.3,288.0,288.15,289.5,5007644,1449728334.0,55254,1268877,25.34,12,2018,1449712938.0,-0.013015927384826154,Negative
396,RELINFRA,EQ,2018-12-18,288.15,286.1,296.65,286.1,296.0,295.15,291.98,4588109,1339640264.0,50475,718644,15.66,12,2018,1339636065.8200002,0.024292903001908783,Positive
397,RELINFRA,EQ,2018-12-19,295.15,296.0,302.4,291.35,298.1,299.2,296.74,5701030,1691742601.0,64777,769613,13.5,12,2018,1691723642.2,0.013721836354396055,Positive
398,RELINFRA,EQ,2018-12-20,299.2,293.0,303.55,292.3,303.0,302.65,300.02,4960746,1488320938.0,55596,980210,19.76,12,2018,1488323014.9199998,0.011530748663101553,Positive
399,RELINFRA,EQ,2018-12-21,302.65,302.8,309.35,298.05,307.5,307.6,304.54,5425211,1652184852.0,59569,1449708,26.72,12,2018,1652193757.94,0.016355526185362734,Positive
400,RELINFRA,EQ,2018-12-24,307.6,309.5,311.7,303.8,307.55,307.5,308.13,3481179,1072643098.0,40535,238843,6.86,12,2018,1072655685.27,-0.00032509752925879987,Slight or No change
401,RELINFRA,EQ,2018-12-26,307.5,305.55,307.4,300.4,303.6,303.4,304.13,3519072,1070254177.0,31345,352750,10.02,12,2018,1070255367.36,-0.01333333333333342,Negative
402,RELINFRA,EQ,2018-12-27,303.4,306.8,307.9,301.55,302.8,302.8,304.07,2505387,761810987.4,25215,432849,17.28,12,2018,761813025.09,-0.0019775873434408897,Slight or No change
403,RELINFRA,EQ,2018-12-28,302.8,305.8,316.4,303.8,312.05,311.95,312.63,5731066,1791711813.0,53544,1056702,18.44,12,2018,1791703163.58,0.030217965653896783,Among top gainers
404,RELINFRA,EQ,2018-12-31,311.95,313.5,317.9,308.55,315.3,316.2,314.09,3852359,1209990387.0,35310,685595,17.8,12,2018,1209987438.31,0.013623978201634968,Positive
405,RELINFRA,EQ,2019-01-01,316.2,315.55,318.95,312.75,316.0,316.6,316.23,2010745,635856625.5,19224,95512,4.75,1,2019,635857891.35,0.0012650221378875948,Slight or No change
406,RELINFRA,EQ,2019-01-02,316.6,315.6,317.25,302.9,305.05,305.95,309.5,3467764,1073263127.0,30530,376516,10.86,1,2019,1073272958.0,-0.033638660770688666,Among top losers
407,RELINFRA,EQ,2019-01-03,305.95,305.5,307.95,287.65,289.0,289.25,298.46,3779366,1127979806.0,36909,739178,19.56,1,2019,1127989576.36,-0.05458408236639967,Among top losers
408,RELINFRA,EQ,2019-01-04,289.25,287.95,298.4,286.15,296.6,296.8,292.35,4710594,1377128228.0,60461,755218,16.03,1,2019,1377142155.9,0.02610198789974083,Positive
409,RELINFRA,EQ,2019-01-07,296.8,298.65,305.0,297.3,298.45,299.45,301.17,3068380,924098243.9,33930,356469,11.62,1,2019,924104004.6,0.008928571428571397,Slight positive
410,RELINFRA,EQ,2019-01-08,299.45,300.65,303.0,297.85,301.25,301.9,300.87,2452301,737818387.2,29708,673888,27.48,1,2019,737823801.87,0.008181666388378694,Slight positive
411,RELINFRA,EQ,2019-01-09,301.9,302.5,306.25,294.65,303.0,300.6,300.14,2819774,846318241.0,50422,447398,15.87,1,2019,846326968.36,-0.004306061609804401,Slight or No change
412,RELINFRA,EQ,2019-01-10,300.6,302.0,312.0,301.1,306.05,305.95,307.4,4522648,1390258029.0,49276,410013,9.07,1,2019,1390261995.1999998,0.017797737857617957,Positive
413,RELINFRA,EQ,2019-01-11,305.95,305.0,309.4,302.2,306.15,307.7,306.01,2519076,770858429.4,34236,552921,21.95,1,2019,770862446.76,0.005719888870730605,Slight positive
414,RELINFRA,EQ,2019-01-14,307.7,306.1,310.35,305.0,305.1,306.3,307.55,2824338,868634358.1,42539,962433,34.08,1,2019,868625151.9,-0.004549886252843582,Slight or No change
415,RELINFRA,EQ,2019-01-15,306.3,309.0,312.35,307.1,310.35,310.1,309.89,2931904,908576357.0,40549,1042630,35.56,1,2019,908567730.56,0.012406137773424808,Positive
416,RELINFRA,EQ,2019-01-16,310.1,310.35,325.0,309.05,313.6,314.2,318.62,5355029,1706205222.0,59810,900278,16.81,1,2019,1706219339.98,0.01322154143824572,Positive
417,RELINFRA,EQ,2019-01-17,314.2,314.8,316.75,294.0,295.3,296.45,301.69,5825105,1757398830.0,59503,1212729,20.82,1,2019,1757375927.45,-0.05649267982176953,Among top losers
418,RELINFRA,EQ,2019-01-18,296.45,299.0,304.0,292.3,296.6,298.3,299.22,6027997,1803681529.0,69159,1068212,17.72,1,2019,1803697262.3400002,0.006240512734019266,Slight positive
419,RELINFRA,EQ,2019-01-21,298.3,298.9,298.9,288.0,289.0,289.65,292.89,3111125,911213239.3,33487,584807,18.8,1,2019,911217401.25,-0.028997653369091658,Negative
420,RELINFRA,EQ,2019-01-22,289.65,288.0,294.0,276.4,278.95,279.3,282.66,5143230,1453800726.0,64660,1075939,20.92,1,2019,1453785391.8000002,-0.03573278094251675,Among top losers
421,RELINFRA,EQ,2019-01-23,279.3,280.2,287.5,278.0,281.5,281.75,282.77,4789882,1354429137.0,82528,1315418,27.46,1,2019,1354434933.1399999,0.00877192982456143,Slight positive
422,RELINFRA,EQ,2019-01-24,281.75,282.7,285.75,277.6,283.0,282.15,281.73,3634634,1023970751.0,56555,1015731,27.95,1,2019,1023985436.82,0.0014196983141081532,Slight or No change
423,RELINFRA,EQ,2019-01-25,282.15,283.15,287.25,264.4,271.8,270.7,279.07,3347714,934255313.8,55294,826053,24.68,1,2019,934246545.98,-0.04058125110756683,Among top losers
424,RELINFRA,EQ,2019-01-28,270.7,272.9,274.3,252.35,256.8,257.5,260.72,4587277,1196002689.0,57344,631293,13.76,1,2019,1195994859.44,-0.04876246767639447,Among top losers
425,RELINFRA,EQ,2019-01-29,257.5,256.8,268.15,255.0,265.75,265.45,263.46,3828994,1008780291.0,57777,1028651,26.86,1,2019,1008786759.2399999,0.030873786407767057,Among top gainers
426,RELINFRA,EQ,2019-01-30,265.45,267.45,271.5,263.55,269.0,269.2,267.65,2724905,729331923.7,44094,837306,30.73,1,2019,729320823.2499999,0.014126954228668387,Positive
427,RELINFRA,EQ,2019-01-31,269.2,270.0,271.5,260.35,268.65,268.95,265.98,3537287,940857077.9,51392,1281070,36.22,1,2019,940847596.2600001,-0.000928677563150071,Slight or No change
428,RELINFRA,EQ,2019-02-01,268.95,269.0,279.05,263.2,265.8,267.1,270.49,3108550,840842132.3,33362,344870,11.09,2,2019,840831689.5,-0.006878601970626397,Slight negative
429,RELINFRA,EQ,2019-02-04,267.1,253.0,257.75,221.4,227.0,227.1,232.67,16577801,3857182435.0,152721,1015536,6.13,2,2019,3857156958.6699996,-0.14975664545114198,Bear drop
430,RELINFRA,EQ,2019-02-05,227.1,225.0,238.8,220.45,226.0,227.25,229.07,14361852,3289916625.0,122764,1400687,9.75,2,2019,3289869437.64,0.0006605019815060231,Slight or No change
431,RELINFRA,EQ,2019-02-06,227.25,224.9,229.0,141.4,155.0,154.3,166.8,87700480,14628190954.0,767316,6408853,7.31,2,2019,14628440064.000002,-0.3210121012101209,Bear drop
432,RELINFRA,EQ,2019-02-07,154.3,151.1,151.95,107.1,108.3,110.65,121.79,134735370,16409911432.0,966386,13906409,10.32,2,2019,16409420712.300001,-0.28289047310434223,Bear drop
433,RELINFRA,EQ,2019-02-08,110.65,102.0,127.05,96.55,118.6,118.15,115.49,83718321,9668501403.0,598813,3691895,4.41,2,2019,9668628892.289999,0.06778129236330765,Among top gainers
434,RELINFRA,EQ,2019-02-11,118.15,123.0,126.7,113.5,115.95,115.5,118.74,30015871,3564201171.0,200293,3094719,10.31,2,2019,3564084522.54,-0.022429115531104604,Negative
435,RELINFRA,EQ,2019-02-12,115.5,116.45,118.5,106.75,111.2,112.65,111.97,36900192,4131759942.0,230685,1930368,5.23,2,2019,4131714498.24,-0.024675324675324628,Negative
436,RELINFRA,EQ,2019-02-13,112.65,112.7,117.35,108.6,111.0,113.1,113.74,21613713,2458240007.0,138580,3446067,15.94,2,2019,2458343716.62,0.003994673768308754,Slight or No change
437,RELINFRA,EQ,2019-02-14,113.1,110.1,119.75,110.0,117.1,117.35,115.2,20679331,2382231343.0,122702,2807656,13.58,2,2019,2382258931.2000003,0.03757736516357202,Among top gainers
438,RELINFRA,EQ,2019-02-15,117.35,117.0,120.6,114.0,114.0,114.95,116.77,12758179,1489796080.0,87198,1399464,10.97,2,2019,1489772561.83,-0.020451640391989656,Negative
439,RELINFRA,EQ,2019-02-18,114.95,126.4,137.8,120.4,122.7,123.15,125.82,32556611,4096258284.0,188145,2680313,8.23,2,2019,4096272796.02,0.071335363201392,Bull run
440,RELINFRA,EQ,2019-02-19,123.15,123.85,125.5,121.0,121.8,122.25,122.97,12533703,1541331736.0,76122,811616,6.48,2,2019,1541269457.91,-0.0073081607795372205,Slight negative
441,RELINFRA,EQ,2019-02-20,122.25,123.0,124.2,111.55,120.1,119.6,117.08,26845895,3143172064.0,164362,1686231,6.28,2,2019,3143117386.6,-0.021676891615541982,Negative
442,RELINFRA,EQ,2019-02-21,119.6,118.0,125.8,116.0,123.55,124.45,121.92,18854987,2298745078.0,125542,1604209,8.51,2,2019,2298800015.04,0.040551839464882944,Among top gainers
443,RELINFRA,EQ,2019-02-22,124.45,125.2,139.5,123.6,133.1,133.75,133.93,34461210,4615492183.0,215999,3574225,10.37,2,2019,4615389855.3,0.07472880674969873,Bull run
444,RELINFRA,EQ,2019-02-25,133.75,134.95,137.6,128.85,130.6,131.15,133.11,17453561,2323157312.0,101811,2284878,13.09,2,2019,2323243504.71,-0.01943925233644861,Negative
445,RELINFRA,EQ,2019-02-26,131.15,128.45,134.0,126.8,130.75,132.25,130.78,14329305,1873969744.0,80225,2070746,14.45,2,2019,1873986507.9,0.008387342737323555,Slight positive
446,RELINFRA,EQ,2019-02-27,132.25,134.1,135.9,127.0,127.3,128.0,131.14,11439426,1500148948.0,70834,2006850,17.54,2,2019,1500166325.6399999,-0.032136105860113395,Among top losers
447,RELINFRA,EQ,2019-02-28,128.0,129.3,129.45,120.75,122.5,122.8,123.54,23600657,2915718418.0,117245,4974041,21.08,2,2019,2915625165.78,-0.04062500000000002,Among top losers
448,RELINFRA,EQ,2019-03-01,122.8,123.9,127.8,121.65,124.6,125.25,124.76,21588299,2693254271.0,113353,5094098,23.6,3,2019,2693356183.2400002,0.019951140065146644,Positive
449,RELINFRA,EQ,2019-03-05,125.25,125.0,133.25,124.85,130.05,130.4,130.66,17468023,2282379322.0,138826,2803337,16.05,3,2019,2282371885.18,0.04111776447105786,Among top gainers
450,RELINFRA,EQ,2019-03-06,130.4,132.0,142.4,130.75,134.55,134.7,137.54,25797590,3548143185.0,170368,3001724,11.64,3,2019,3548200528.6,0.03297546012269925,Among top gainers
451,RELINFRA,EQ,2019-03-07,134.7,136.0,137.6,132.1,133.45,133.3,134.24,12254216,1645054932.0,87073,2053834,16.76,3,2019,1645005955.8400002,-0.010393466963622644,Negative
452,RELINFRA,EQ,2019-03-08,133.3,134.1,136.95,129.5,130.2,130.2,133.18,13832767,1842216152.0,87335,1984525,14.35,3,2019,1842247909.0600002,-0.023255813953488524,Negative
453,RELINFRA,EQ,2019-03-11,130.2,126.2,133.9,125.65,132.85,132.25,131.17,12312022,1615004971.0,81373,1620255,13.16,3,2019,1614967925.7399998,0.015745007680491696,Positive
454,RELINFRA,EQ,2019-03-12,132.25,134.4,135.75,129.0,130.45,131.25,133.28,7962543,1061225141.0,51022,1534842,19.28,3,2019,1061247731.04,-0.007561436672967825,Slight negative
455,RELINFRA,EQ,2019-03-13,131.25,132.25,132.5,129.1,129.6,129.8,130.87,6196465,810924784.1,45413,945248,15.25,3,2019,810931374.5500001,-0.011047619047618973,Negative
456,RELINFRA,EQ,2019-03-14,129.8,130.0,131.4,124.2,124.5,125.0,126.51,12742845,1612122778.0,77313,2525478,19.82,3,2019,1612097320.95,-0.03697996918335911,Among top losers
457,RELINFRA,EQ,2019-03-15,125.0,124.25,134.45,121.1,132.8,131.65,126.84,20051293,2543366616.0,112840,4628550,23.08,3,2019,2543306004.12,0.053200000000000136,Among top gainers
458,RELINFRA,EQ,2019-03-18,131.65,132.85,138.35,132.8,133.6,135.0,135.71,13176692,1788200907.0,92591,2764601,20.98,3,2019,1788208871.3200002,0.02544625902012898,Positive
459,RELINFRA,EQ,2019-03-19,135.0,142.5,146.05,136.0,136.75,137.1,140.07,19368390,2712964868.0,119423,2536711,13.1,3,2019,2712930387.2999997,0.015555555555555545,Positive
460,RELINFRA,EQ,2019-03-20,137.1,137.4,140.0,135.65,136.95,137.15,137.75,8515892,1173063189.0,60980,1243382,14.6,3,2019,1173064123.0,0.00036469730124011335,Slight or No change
461,RELINFRA,EQ,2019-03-22,137.15,137.2,138.45,129.65,129.9,130.55,133.58,8126674,1085552982.0,56307,1923592,23.67,3,2019,1085561112.92,-0.048122493620123885,Among top losers
462,RELINFRA,EQ,2019-03-25,130.55,126.8,132.75,126.05,128.15,128.2,129.52,9384294,1215456239.0,61450,991957,10.57,3,2019,1215453758.88,-0.0180007659900423,Negative
463,RELINFRA,EQ,2019-03-26,128.2,129.0,136.7,128.7,133.5,133.15,133.31,11785336,1571151885.0,71652,1975363,16.76,3,2019,1571103142.16,0.0386115444617785,Among top gainers
464,RELINFRA,EQ,2019-03-27,133.15,134.35,137.25,130.0,130.7,130.95,134.18,9668897,1297399430.0,60540,1309296,13.54,3,2019,1297372599.46,-0.016522718738265274,Negative
465,RELINFRA,EQ,2019-03-28,130.95,132.35,135.95,131.2,135.55,135.2,134.56,7584343,1020571740.0,68508,1454618,19.18,3,2019,1020549194.08,0.03245513554791901,Among top gainers
466,RELINFRA,EQ,2019-03-29,135.2,135.85,140.3,135.55,136.2,137.0,137.94,8789953,1212447209.0,54833,1135056,12.91,3,2019,1212486116.82,0.013313609467455745,Positive
467,RELINFRA,EQ,2019-04-01,137.0,137.8,140.0,133.9,137.4,137.55,137.61,6885735,947539275.1,45100,666578,9.68,4,2019,947545993.3500001,0.004014598540146075,Slight or No change
468,RELINFRA,EQ,2019-04-02,137.55,138.0,146.4,136.8,140.5,140.25,141.81,15133257,2146071780.0,95842,1577740,10.43,4,2019,2146047175.17,0.019629225736095934,Positive
469,RELINFRA,EQ,2019-04-03,140.25,141.1,142.15,137.0,137.5,137.5,139.38,6939517,967221899.6,61300,1385212,19.96,4,2019,967229879.4599999,-0.019607843137254943,Negative
470,RELINFRA,EQ,2019-04-04,137.5,137.95,138.7,132.0,132.6,132.85,134.95,6309765,851512548.2,39916,1035686,16.41,4,2019,851502786.7499999,-0.03381818181818186,Among top losers
471,RELINFRA,EQ,2019-04-05,132.85,132.8,134.7,132.1,133.45,133.55,133.49,5492537,733179718.0,35926,814890,14.84,4,2019,733198764.13,0.005269100489273759,Slight positive
472,RELINFRA,EQ,2019-04-08,133.55,134.3,138.3,131.35,132.45,132.55,134.82,6382109,860465562.9,43346,1124739,17.62,4,2019,860435935.38,-0.007487832272557116,Slight negative
473,RELINFRA,EQ,2019-04-09,132.55,133.15,134.35,126.4,130.5,130.5,129.4,8534769,1104390558.0,59004,1133121,13.28,4,2019,1104399108.6000001,-0.015465861938891101,Negative
474,RELINFRA,EQ,2019-04-10,130.5,130.8,134.3,130.1,131.7,131.4,132.22,7094620,938079272.1,58911,977635,13.78,4,2019,938050656.4,0.006896551724137945,Slight positive
475,RELINFRA,EQ,2019-04-11,131.4,131.5,132.4,127.65,128.7,128.95,128.95,5420241,698937070.7,36978,885269,16.33,4,2019,698940076.9499999,-0.0186453576864537,Negative
476,RELINFRA,EQ,2019-04-12,128.95,129.1,132.2,128.5,131.35,131.4,130.61,5807969,758572468.7,40577,822168,14.16,4,2019,758578831.09,0.018999612252811326,Positive
477,RELINFRA,EQ,2019-04-15,131.4,132.2,134.2,130.5,131.9,132.0,132.4,3808950,504307034.2,26642,505315,13.27,4,2019,504304980.0,0.004566210045662045,Slight or No change
478,RELINFRA,EQ,2019-04-16,132.0,132.5,136.3,130.2,132.0,132.05,133.47,7716491,1029950710.0,52133,1571771,20.37,4,2019,1029920053.77,0.00037878787878797837,Slight or No change
479,RELINFRA,EQ,2019-04-18,132.05,132.3,132.55,120.0,120.8,121.5,123.83,16928048,2096248440.0,111215,3542121,20.92,4,2019,2096200183.84,-0.07989397955319966,Bear drop
480,RELINFRA,EQ,2019-04-22,121.5,119.5,121.0,114.1,116.0,116.35,117.26,12261740,1437861887.0,83679,912859,7.44,4,2019,1437811632.4,-0.04238683127572018,Among top losers
481,RELINFRA,EQ,2019-04-23,116.35,116.05,121.85,114.7,117.7,118.0,118.94,13824049,1644213905.0,80680,817302,5.91,4,2019,1644232388.06,0.014181349376880092,Positive
482,RELINFRA,EQ,2019-04-24,118.0,119.0,122.5,115.65,121.0,120.95,119.2,10698675,1275299373.0,74897,1725197,16.13,4,2019,1275282060.0,0.025000000000000133,Positive
483,RELINFRA,EQ,2019-04-25,120.95,121.75,128.9,121.05,121.75,122.1,124.49,15058571,1874582704.0,98488,2114116,14.04,4,2019,1874641503.79,0.009508061182306626,Slight positive
484,RELINFRA,EQ,2019-04-26,122.1,122.85,124.25,116.6,119.25,119.95,120.35,10654280,1282283794.0,71080,836302,7.85,4,2019,1282242598.0,-0.01760851760851756,Negative
485,RELINFRA,EQ,2019-04-30,119.95,114.0,115.75,105.5,107.0,107.9,109.01,15792196,1721471252.0,108389,1588327,10.06,4,2019,1721507285.96,-0.10045852438516045,Bear drop
486,RELINFRA,EQ,2019-05-02,107.9,108.0,115.35,106.4,109.9,110.25,111.34,16498327,1836923621.0,111041,2148980,13.03,5,2019,1836923728.18,0.021779425393883223,Positive
487,RELINFRA,EQ,2019-05-03,110.25,110.95,112.25,108.3,109.85,109.9,110.02,10877791,1196792292.0,68124,1604296,14.75,5,2019,1196774565.82,-0.0031746031746031633,Slight or No change
488,RELINFRA,EQ,2019-05-06,109.9,108.0,109.25,105.15,105.9,106.1,107.06,8810074,943165609.0,54063,1257611,14.27,5,2019,943206522.44,-0.034576888080072865,Among top losers
489,RELINFRA,EQ,2019-05-07,106.1,106.15,109.0,100.0,100.35,100.9,104.74,10579715,1108146844.0,64725,1094952,10.35,5,2019,1108119349.1,-0.049010367577756675,Among top losers
490,RELINFRA,EQ,2019-05-08,100.9,99.0,102.4,96.6,99.85,99.45,99.51,14389998,1432004397.0,81888,1348993,9.37,5,2019,1431948700.98,-0.01437066402378595,Negative
491,RELINFRA,EQ,2019-05-09,99.45,99.55,103.2,99.15,102.75,101.9,101.43,9073864,920336925.2,60852,1017296,11.21,5,2019,920362025.5200001,0.024635495223730652,Positive
492,RELINFRA,EQ,2019-05-10,101.9,102.1,108.5,102.1,107.6,107.15,106.08,10773570,1142881829.0,69164,1505251,13.97,5,2019,1142860305.6,0.051521099116781155,Among top gainers
493,RELINFRA,EQ,2019-05-13,107.15,107.2,109.75,100.2,101.05,101.1,104.83,6732295,705729353.7,45809,626421,9.3,5,2019,705746484.85,-0.05646290247316854,Among top losers
